[Measurement for 1mb at 01:04:45 17.04.2014] 
Tshark:

  1   0.000000 fe80::5ef9:6aff:fe25:83d4 -> fe80::446a:b521:8794:ef65 ICMPv6 86 Neighbor Solicitation for fe80::446a:b521:8794:ef65 from 5c:f9:6a:25:83:d4
  2   0.000254 fe80::446a:b521:8794:ef65 -> fe80::5ef9:6aff:fe25:83d4 ICMPv6 86 Neighbor Advertisement fe80::446a:b521:8794:ef65 (sol, ovr) is at 00:24:d7:3f:fc:98
988   3.004796 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
989   3.004834 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
990   3.004871  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=918401 Win=726528 Len=0
991   3.008492 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
992   3.011959 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
993   3.012014  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=921201 Win=783872 Len=0
994   3.012106 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
995   3.012139 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
996   3.012171  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=924001 Win=783872 Len=0
997   3.012250 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
998   3.012283 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
999   3.012314  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=926801 Win=783872 Len=0
1000   3.012394 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1001   3.012425 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1002   3.012456  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=929601 Win=783872 Len=0
1003   3.012534 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1004   3.012566 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1005   3.012597  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=932401 Win=783872 Len=0
1006   3.012677 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1007   3.016772 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1008   3.016829  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=935201 Win=783872 Len=0
1009   3.016898 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1010   3.016934 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1011   3.017009  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=938001 Win=783872 Len=0
1012   3.017096 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1013   3.017142 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1014   3.017176  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=940801 Win=783872 Len=0
1015   3.017239 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1016   3.017293 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1017   3.017341  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=943601 Win=783872 Len=0
1018   3.017413 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1019   3.017453 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1020   3.017500  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=946401 Win=783872 Len=0
1021   3.017570 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1022   3.017626 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1023   3.017676  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=949201 Win=783872 Len=0
1024   3.017806 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1025   3.017844 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1026   3.017877  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=952001 Win=783872 Len=0
1027   3.017938 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1028   3.017991 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1029   3.018040  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=954801 Win=783872 Len=0
1030   3.018110 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1031   3.018146 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1032   3.018178  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=957601 Win=783872 Len=0
1033   3.018239 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1034   3.018290 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1035   3.018339  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=960401 Win=783872 Len=0
1036   3.018419 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1037   3.018469 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1038   3.018511  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=963201 Win=783872 Len=0
1039   3.018581 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1040   3.018917 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1041   3.018979  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=966001 Win=783872 Len=0
1042   3.019080 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1043   3.019121 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1044   3.019200  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=968801 Win=783872 Len=0
1045   3.019295 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1046   3.019336 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1047   3.019376  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=971601 Win=783872 Len=0
1048   3.019471 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1049   3.019535 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1050   3.019574  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=974401 Win=783872 Len=0
1051   3.019667 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1052   3.021084 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1053   3.021150  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=977201 Win=783872 Len=0
1054   3.021259 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1055   3.021302 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1056   3.021342  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=980001 Win=783872 Len=0
1057   3.021443 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1058   3.021483 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1059   3.021521  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=982801 Win=783872 Len=0
1060   3.021617 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1061   3.030141 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1062   3.030206  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=985601 Win=783872 Len=0
1063   3.030290 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1064   3.030333 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1065   3.030441  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=988401 Win=783872 Len=0
1066   3.030544 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1067   3.030591 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1068   3.030631  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=991201 Win=783872 Len=0
1069   3.030705 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1070   3.030764 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1071   3.030802  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=994001 Win=783872 Len=0
1072   3.030874 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1073   3.030915 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1074   3.030952  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=996801 Win=783872 Len=0
1075   3.031023 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1076   3.031088 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1077   3.031125  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=999601 Win=783872 Len=0
1078   3.031288 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1079   3.031333 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1080   3.031372  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1002401 Win=783872 Len=0
1081   3.031479 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1082   3.031545 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1083   3.031583  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1005201 Win=783872 Len=0
1084   3.031679 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1085   3.031719 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1086   3.031756  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1008001 Win=783872 Len=0
1087   3.031853 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1088   3.036090 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1089   3.036141  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1010801 Win=783872 Len=0
1090   3.036210 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1091   3.036245 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1092   3.036323  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1013601 Win=783872 Len=0
1093   3.036411 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1094   3.036451 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1095   3.036485  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1016401 Win=783872 Len=0
1096   3.036547 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1097   3.036599 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1098   3.036646  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1019201 Win=783872 Len=0
1099   3.036716 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1100   3.036755 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1101   3.036804  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1022001 Win=783872 Len=0
1102   3.036874 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1103   3.036937 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1104   3.036987  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1024801 Win=783872 Len=0
1105   3.037248 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1106   3.040278 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1107   3.040332  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1027601 Win=783872 Len=0
1108   3.040404 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1109   3.040440 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1110   3.040474  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1030401 Win=783872 Len=0
1111   3.040535 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1112   3.040568 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1113   3.040600  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1033201 Win=783872 Len=0
1114   3.040659 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1115   3.040692 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1116   3.040723  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1036001 Win=783872 Len=0
1117   3.040783 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1118   3.040816 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1119   3.040847  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1038801 Win=783872 Len=0
1120   3.040906 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1121   3.040940 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1122   3.040971  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1041601 Win=783872 Len=0
1123   3.041202 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1124   3.041241 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1125   3.041274  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1044401 Win=783872 Len=0
1126   3.041356 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1127   3.041390 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1128   3.041421  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1047201 Win=783872 Len=0
1129   3.041501 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
1130   3.041535 54.230.97.235 -> 192.168.1.2  HTTP 487 HTTP/1.1 200 OK  (application/octet-stream)
1131   3.041565  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=1049034 Win=783872 Len=0
1132   3.041709  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [FIN, ACK] Seq=97 Ack=1049034 Win=783872 Len=0
